Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,pred_proba,pred_label
69112a5b-38c3-48c7-a437-6b589d54b179,660490,Lead Add Form,Referral Sites,No,No,0,14,922,14.0,Form Submitted on Website,Qatar,Supply Chain Management,Select,Businessman,Affordable Fees,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,01.High,02.Medium,17,15,No,Yes,Modified,0.98916245,1
08a20d33-9b6c-40de-a396-6681c298ad94,660489,Quick Add Form,Referral Sites,No,No,0,10,508,10.0,Unsubscribed,India,IT Projects Management,Online Search,Unemployed,Affordable Fees,No,No,No,No,No,No,No,No,Busy,Worst,No,No,,,02.Medium,,14,15,No,Yes,Unsubscribed,0.9272582,1
89c94853-fba3-4835-bc01-a1c3b2bd35a3,660488,Lead Add Form,Reference,Yes,No,1,17,1781,17.0,View in browser link Clicked,Kuwait,Media and Advertising,Word Of Mouth,Other,Flexibility & Convenience,No,No,No,No,No,No,No,No,Busy,Worst,No,No,Other Leads,Mumbai,02.Medium,01.High,12,17,No,Yes,Olark Chat Conversation,0.6232794,1
8466d069-64d7-486d-8c47-24774f11991c,660487,API,Reference,No,No,1,16,900,16.0,Email Link Clicked,Qatar,Finance Management,Select,Unemployed,Affordable Fees,No,No,No,No,No,No,No,No,switched off,,No,No,,Mumbai,01.High,02.Medium,18,15,No,No,Email Link Clicked,0.0030457494,0
12c54ee4-bf9f-44a0-a04d-61d206919f0f,660486,Quick Add Form,Reference,No,No,1,1,1437,1.0,SMS Sent,United States,Select,Online Search,Unemployed,Quality Education,No,No,No,No,No,No,No,No,Ringing,Worst,No,No,Lateral Student,Other Cities,03.Low,02.Medium,12,13,No,No,Unreachable,0.7354016,1
49ceb9fd-95ff-41d1-ae54-ba8f15047783,660485,Quick Add Form,Direct Traffic,No,No,1,13,1693,13.0,SMS Sent,Qatar,Select,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Low in Relevance,No,No,Other Leads,Other Cities,02.Medium,03.Low,13,12,Yes,No,Modified,0.5073434,1
2f271e8e-ecc5-4511-9ea0-0d5e0611f55a,660484,Quick Add Form,Reference,Yes,No,0,12,1178,12.0,View in browser link Clicked,Oman,Marketing Management,Select,Working Professional,Affordable Fees,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14,14,No,No,Modified,0.993346,1
91ee70a7-586b-4f1c-b3b2-56b988da058f,660483,Lead Add Form,Facebook,No,No,1,15,1336,15.0,Email Opened,,Select,Reference,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Select,Other Metro Cities,01.High,,15,11,No,Yes,Email Opened,0.9898241,1
06a99752-7394-4988-8fcf-e995c24a4f4c,660482,Lead Add Form,Organic Search,Yes,No,0,1,413,8.1,Email Link Clicked,Saudi Arabia,Retail Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,12,16,No,No,Email Link Clicked,0.012640841,0
f09db3bb-8ecc-4527-b14c-45091fcf500b,660481,Lead Add Form,YouTube,No,No,1,9,383,5.53,Email Link Clicked,Qatar,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Dual Specialization Student,Thane & Outskirts,02.Medium,02.Medium,12,16,No,No,Email Link Clicked,0.02696088,0
b4da6b59-55e3-4701-9381-5bf076a732e3,660480,Landing Page Submission,Olark Chat,No,No,0,13,1716,13.0,Unsubscribed,UAE,Human Resource Management,Other,Working Professional,Flexibility & Convenience,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Leads,,02.Medium,02.Medium,12,12,No,No,Unsubscribed,0.39690807,0
dc4e253d-adab-46e7-8eec-07bddd771034,660479,API,Referral Sites,No,No,0,17,1467,17.0,View in browser link Clicked,UAE,Supply Chain Management,Online Search,Unemployed,Quality Education,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,12,16,No,No,Olark Chat Conversation,0.61604685,1
e56387d5-e687-4c31-86c0-ecc4881e7139,660478,Lead Import,Welingak Website,No,No,0,12,1550,12.0,Page Visited on Website,United Kingdom,International Business,Reference,,Flexibility & Convenience,No,No,No,No,No,No,No,No,,Might be,No,No,Other Leads,Other Cities of Maharashtra,01.High,02.Medium,18,15,No,Yes,Page Visited on Website,0.9905449,1
bc01a577-e76e-4032-b530-237b92ab8b56,660477,Landing Page Submission,Direct Traffic,No,No,1,7,350,7.64,Email Link Clicked,Oman,Business Administration,Reference,,Flexibility & Convenience,No,No,No,No,No,No,No,No,number not provided,Worst,No,No,Select,Thane & Outskirts,02.Medium,03.Low,15,13,No,Yes,Email Link Clicked,0.0032811735,0
d0142cab-dd72-41b9-b19b-410e83f43a23,660476,Lead Import,Email,No,No,1,13,1433,13.0,View in browser link Clicked,India,Operations Management,Online Search,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,in touch with EINS,High in Relevance,No,No,Lateral Student,Mumbai,02.Medium,02.Medium,14,14,No,No,Email Opened,0.46639937,0
2642ff74-356d-4d76-8e72-735b0cdcb8ca,660475,Lead Add Form,Olark Chat,No,No,1,5,100,5.0,Page Visited on Website,Qatar,E-COMMERCE,Student of SomeSchool,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Lateral Student,,03.Low,03.Low,10,11,No,No,Page Visited on Website,0.99057966,1
fc6480b5-4729-43b0-98e1-2f3c1586d02f,660474,Quick Add Form,Google,No,No,0,17,1397,17.0,Email Opened,Oman,Hospitality Management,Online Search,,,No,No,No,No,No,No,No,No,Busy,,No,No,Select,Mumbai,02.Medium,02.Medium,15,13,No,No,Email Opened,0.77172136,1
2bb6e019-4002-4315-8fab-679c4375f619,660473,Lead Add Form,Reference,No,No,0,11,450,11.0,Email Opened,Kuwait,Operations Management,Select,,Flexibility & Convenience,No,No,No,No,No,No,No,No,Already a student,,No,No,Other Leads,,02.Medium,01.High,16,17,No,No,Email Opened,0.00055270357,0
62df1c4f-2228-4de2-80fb-57c5547dd0ef,660472,Landing Page Submission,Welingak Website,No,Yes,1,17,291,1.55,Modified,India,Select,Word Of Mouth,Businessman,Quality Education,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,Select,,02.Medium,02.Medium,16,16,No,No,Modified,0.7746289,1
37011436-c42a-43c2-b1a7-42afe2d484c0,660471,Lead Import,Facebook,Yes,Yes,0,3,1741,2.56,Page Visited on Website,Kuwait,Services Excellence,Email,Student,Affordable Fees,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Select,,02.Medium,01.High,13,17,No,No,Page Visited on Website,0.73262644,1
d61cc048-8f64-4f8c-b20e-b57bc34f6d80,660470,Lead Import,Email,Yes,No,0,1,925,1.0,Email Opened,India,Healthcare Management,Online Search,Student,Quality Education,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,14,16,No,No,Email Opened,0.9815984,1
05b486e1-dff8-493e-b8d8-8d90b7334e34,660469,API,Referral Sites,Yes,No,0,8,338,8.0,Page Visited on Website,United States,Human Resource Management,Select,Student,,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Lateral Student,Mumbai,01.High,02.Medium,15,16,No,Yes,Page Visited on Website,0.0031215511,0
a2a5e2ae-f062-426c-af98-a57e9094386e,660468,Quick Add Form,Welingak Website,No,No,0,6,1682,6.0,Unsubscribed,Qatar,Select,Word Of Mouth,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Low in Relevance,No,No,Potential Lead,,02.Medium,02.Medium,15,14,No,No,Unsubscribed,0.99647164,1
b44a8a03-5a7d-4df1-93de-9783af05190f,660467,API,Olark Chat,No,No,0,5,276,5.0,Page Visited on Website,United States,Supply Chain Management,Select,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,,,No,No,Dual Specialization Student,Other Cities of Maharashtra,01.High,02.Medium,18,15,No,Yes,Page Visited on Website,0.19260749,0
434266f5-d762-4981-8b0b-fbc3ecb2cb1d,660466,API,Olark Chat,No,No,0,1,1424,1.0,Form Submitted on Website,United States,Business Administration,Other,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Other Leads,Other Cities of Maharashtra,01.High,01.High,16,15,No,Yes,Page Visited on Website,0.99946696,1
757c6afd-6939-401c-8ed5-28b4ad1b0d75,660465,Landing Page Submission,Facebook,No,No,1,13,357,2.1,Olark Chat Conversation,Saudi Arabia,Hospitality Management,Other,Unemployed,Quality Education,No,No,No,No,No,No,No,No,Will revert after reading the email,Worst,No,No,Select,Thane & Outskirts,03.Low,03.Low,12,13,No,No,Modified,0.05273416,0
8ee01978-155d-4107-b71b-f997406b4687,660464,Landing Page Submission,Direct Traffic,No,No,0,6,606,6.0,Email Bounced,United States,"Banking, Investment And Insurance",Email,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,Select,,01.High,01.High,18,18,No,Yes,Unreachable,0.99391645,1
ab503126-6f9d-4046-a69c-23bc7c374796,660463,API,Google,No,No,0,1,620,1.0,SMS Sent,,IT Projects Management,Other,Other,Flexibility & Convenience,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,12,15,No,Yes,Email Opened,0.8531947,1
4e897a58-2071-4596-bd1e-c0c47b1c9f15,660462,Quick Add Form,Olark Chat,No,Yes,0,9,1628,9.0,Modified,UAE,Supply Chain Management,Reference,Unemployed,Affordable Fees,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,Other Leads,,02.Medium,,15,15,No,No,Modified,0.25755167,0
3043733d-1bb2-49be-a57a-cae63464f9e2,660461,Lead Add Form,Olark Chat,Yes,No,1,9,933,9.0,Converted to Lead,Kuwait,Healthcare Management,Reference,,Better Career Prospects,No,No,No,No,No,No,No,No,,Not Sure,No,No,Dual Specialization Student,Other Metro Cities,01.High,02.Medium,15,15,No,No,Olark Chat Conversation,0.28648877,0
03e37300-d455-4296-9a38-e37c8c602d5b,660460,Lead Add Form,Direct Traffic,No,No,0,2,1242,2.0,Olark Chat Conversation,Bahrain,Select,Word Of Mouth,,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Lateral Student,,01.High,01.High,18,17,No,Yes,Email Opened,0.99166965,1
01839fd6-071d-41c4-b04b-a2a1bd9b8d13,660459,Quick Add Form,Email,Yes,No,0,12,1459,12.0,Modified,Kuwait,IT Projects Management,Reference,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Lateral Student,Mumbai,02.Medium,03.Low,12,11,No,No,Modified,0.99908173,1
d910d443-80f3-4863-b45f-9ae0191b6016,660458,API,Reference,No,No,1,17,1580,17.0,View in browser link Clicked,,Select,Multiple Sources,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,,03.Low,02.Medium,9,15,No,Yes,Unreachable,0.9947976,1
b7daa8fb-eac4-48c7-8e1a-6bf98734c45e,660457,Landing Page Submission,Olark Chat,No,No,1,0,0,0.0,SMS Sent,,Select,Select,Student,Quality Education,No,No,No,No,No,No,No,No,in touch with EINS,Not Sure,No,No,Other Leads,,01.High,01.High,18,18,No,Yes,Page Visited on Website,0.029790848,0
174cb290-1d08-4045-8263-5d1aaa61f3b6,660456,API,Email,No,No,0,4,698,4.0,Converted to Lead,Saudi Arabia,Hospitality Management,Multiple Sources,,Flexibility & Convenience,No,No,No,No,No,No,No,No,number not provided,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,12,17,No,No,Unreachable,0.0014943947,0
8e64f3d4-3ff6-40a4-ba44-aa335afbe2e3,660455,Quick Add Form,Olark Chat,No,No,1,5,576,5.0,Had a Phone Conversation,Singapore,IT Projects Management,Email,,Quality Education,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Not Sure,No,No,Dual Specialization Student,,01.High,02.Medium,15,16,No,No,Email Opened,0.020113714,0
e82e4a11-2319-4f4a-b1cf-dd2b91d4f2e5,660454,Quick Add Form,Email,No,No,1,17,1311,17.0,Email Opened,United Kingdom,Healthcare Management,Reference,Businessman,,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15,17,No,No,Email Opened,0.8779278,1
140836fe-fc8b-4bda-9fe1-08b0fa21c53d,660453,Lead Import,Organic Search,No,No,0,12,623,7.99,Unsubscribed,Qatar,Select,Other,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,opp hangup,High in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,12,12,No,No,Unsubscribed,0.8139613,1
61d24d47-a958-4a71-a39b-8fd87b9e961a,660452,API,Reference,No,No,1,3,1716,3.0,Unreachable,India,IT Projects Management,Select,Unemployed,Quality Education,No,No,No,No,No,No,No,No,,,No,No,Lateral Student,Other Cities,02.Medium,02.Medium,12,16,Yes,Yes,Unreachable,0.9936645,1
6e705fe5-61bf-4762-a4ab-2d081a440c48,660451,Lead Add Form,Reference,Yes,No,0,7,1129,7.0,Email Opened,India,Supply Chain Management,Select,,Quality Education,No,No,No,No,No,No,No,No,,High in Relevance,No,No,Dual Specialization Student,Other Metro Cities,01.High,02.Medium,16,16,No,No,Email Opened,0.6713661,1
83c078d4-d83b-4975-b031-cb49a48346de,660450,API,Referral Sites,No,No,0,6,892,7.09,SMS Sent,,Select,Reference,,Flexibility & Convenience,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Lateral Student,,02.Medium,02.Medium,15,14,No,Yes,Email Opened,0.058516245,0
54a3240d-d229-4bff-80ee-9a373fc0e203,660449,Landing Page Submission,Email,Yes,No,0,6,896,6.0,Email Bounced,Kuwait,IT Projects Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Select,Other Metro Cities,01.High,01.High,15,15,No,Yes,Olark Chat Conversation,0.5139407,1
0a061981-03b4-46cc-9dd1-4c42341bf998,660448,Lead Import,Reference,No,No,1,0,0,0.0,SMS Sent,Saudi Arabia,Marketing Management,Reference,,Quality Education,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Select,Other Cities,01.High,02.Medium,16,12,No,Yes,Olark Chat Conversation,0.016384073,0
455ae06e-1aca-4974-a472-9301777069d6,660447,Quick Add Form,Organic Search,Yes,No,0,9,1495,9.0,Unreachable,Kuwait,Healthcare Management,Reference,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,12,16,No,No,Unreachable,0.5875602,1
a4df1c6d-98af-4937-9ac8-f2b65fc30816,660446,Quick Add Form,YouTube,No,No,1,16,727,16.0,Email Opened,Bahrain,IT Projects Management,Other,Other,,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Other Leads,,02.Medium,02.Medium,14,13,No,No,Email Opened,0.016684523,0
f126cfee-e502-475a-bc02-8982a47e926c,660445,Lead Add Form,Welingak Website,No,No,1,3,739,3.0,Olark Chat Conversation,Bahrain,Select,Email,Working Professional,Flexibility & Convenience,No,No,No,No,No,No,No,No,switched off,,No,No,Other Leads,Other Cities,02.Medium,01.High,15,18,No,No,Email Opened,0.07872882,0
d8ee15f9-a9a4-424e-8368-dc617912ec9b,660444,Lead Add Form,Welingak Website,No,No,0,9,1847,9.0,View in browser link Clicked,Kuwait,Media and Advertising,Online Search,Working Professional,,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,,02.Medium,,13,11,No,No,Email Opened,0.8730884,1
f955ab05-b0af-4ffd-aa84-04f7c6287c0f,660443,Quick Add Form,Facebook,No,No,0,14,551,14.0,SMS Sent,Singapore,Finance Management,Other,,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,,16,16,No,No,Page Visited on Website,0.99553865,1
e2af60a4-e3dc-415c-9426-6d600c684b6a,660442,Quick Add Form,Referral Sites,No,No,1,9,1628,9.0,Modified,United Kingdom,Media and Advertising,Select,,,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Dual Specialization Student,Other Cities of Maharashtra,02.Medium,02.Medium,14,14,No,Yes,Modified,0.85379374,1
9eea68b3-cce9-4ad3-8fc8-8c6056a7f5c1,660441,Landing Page Submission,Email,No,No,0,5,1770,5.0,Olark Chat Conversation,Qatar,Services Excellence,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Worst,No,No,Lateral Student,Mumbai,02.Medium,01.High,15,15,No,No,Olark Chat Conversation,0.99083763,1
f75b9810-9062-49cd-9a0a-9c0216ef512c,660440,Landing Page Submission,Organic Search,Yes,No,0,3,1479,3.0,Modified,India,"Banking, Investment And Insurance",Email,Businessman,Flexibility & Convenience,No,No,No,No,No,No,No,No,number not provided,Might be,No,No,Select,Other Cities of Maharashtra,01.High,02.Medium,17,16,No,No,Modified,0.03930717,0
b32bfe8c-f20b-437c-94ad-ceb6b7cc15d8,660439,Quick Add Form,Google,No,No,0,4,498,8.25,Email Bounced,Singapore,International Business,Email,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,,No,No,Other Leads,Mumbai,01.High,02.Medium,18,14,No,No,Modified,0.0046656164,0
7b27dbe8-a69f-4cf8-b569-bb292c3794c9,660438,Lead Add Form,Olark Chat,No,No,0,3,761,3.0,Unsubscribed,,IT Projects Management,Word Of Mouth,,Flexibility & Convenience,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,,02.Medium,,15,10,No,No,Unsubscribed,0.16912436,0
aef3f6d6-de3d-4d77-9338-6dd0991de8dd,660437,Lead Import,Direct Traffic,No,No,1,15,1295,15.0,Unsubscribed,Qatar,Healthcare Management,Reference,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,,02.Medium,01.High,15,16,No,No,Unsubscribed,0.85226214,1
61abde2c-46dd-4ca3-b8cc-b37300437cce,660436,Lead Add Form,Olark Chat,No,No,0,4,1362,4.0,Olark Chat Conversation,,IT Projects Management,Other,Unemployed,Flexibility & Convenience,No,No,No,No,No,No,No,No,Already a student,High in Relevance,No,No,Dual Specialization Student,,02.Medium,02.Medium,16,13,No,Yes,Modified,0.028206376,0
faaf92dd-4f31-4e85-8805-90b7703ca556,660435,Lead Add Form,Reference,No,No,0,3,929,3.61,Form Submitted on Website,United States,"Banking, Investment And Insurance",Email,,Better Career Prospects,No,No,No,No,No,No,No,No,in touch with EINS,Worst,No,No,Lateral Student,,02.Medium,02.Medium,14,15,No,No,Unreachable,0.84803176,1
1f1bb33c-7368-4f20-a514-69c079802ef8,660434,Quick Add Form,Referral Sites,No,No,0,15,1477,15.0,Converted to Lead,Bahrain,Operations Management,Other,Student,,No,No,No,No,No,No,No,No,,Worst,No,No,Dual Specialization Student,,01.High,02.Medium,16,13,No,No,Olark Chat Conversation,0.6177424,1
9fe8cd75-6c79-4493-90cd-8ffcc5960be7,660433,Lead Import,Welingak Website,No,No,0,10,1545,10.0,Had a Phone Conversation,Qatar,IT Projects Management,Word Of Mouth,Working Professional,Quality Education,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Dual Specialization Student,Other Cities,01.High,01.High,16,16,No,No,Olark Chat Conversation,0.9530105,1
6bf26b2a-7551-4941-8cfd-34f2b44104f4,660432,API,Welingak Website,No,No,0,14,603,14.0,Unsubscribed,United States,Select,Word Of Mouth,Other,Affordable Fees,No,No,No,No,No,No,No,No,,Might be,No,No,Lateral Student,Thane & Outskirts,02.Medium,01.High,15,15,No,Yes,Unsubscribed,0.9945952,1
2aed17ad-d1a6-455a-9fe2-ad97e5af0070,660431,Lead Add Form,Email,No,No,1,7,1413,7.0,Converted to Lead,Saudi Arabia,Supply Chain Management,Select,,Flexibility & Convenience,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Dual Specialization Student,,03.Low,02.Medium,9,16,No,No,Olark Chat Conversation,0.005234959,0
e514a8d2-3564-446f-be1a-df7f66496f77,660430,Lead Add Form,Email,No,No,0,10,462,10.0,Unsubscribed,Saudi Arabia,Retail Management,Student of SomeSchool,Working Professional,Flexibility & Convenience,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,01.High,01.High,18,17,No,Yes,Unsubscribed,0.004471652,0
a66639b4-22fb-49c7-a85d-982ecb322e8f,660429,Lead Import,Welingak Website,No,Yes,1,4,1172,4.0,Unsubscribed,Kuwait,Supply Chain Management,Word Of Mouth,Student,Quality Education,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Thane & Outskirts,01.High,02.Medium,17,12,No,No,Unsubscribed,0.99995995,1
6d55174c-863d-48b4-89a0-924e72057ed4,660428,Lead Add Form,Email,No,No,0,11,1861,7.84,Email Bounced,Oman,Business Administration,Word Of Mouth,,Flexibility & Convenience,No,No,No,No,No,No,No,No,switched off,,No,No,Lateral Student,Other Cities of Maharashtra,01.High,02.Medium,16,13,No,No,Page Visited on Website,0.86040074,1
cc658165-1a70-4876-87d7-1aeeee6acf5f,660427,Quick Add Form,YouTube,No,No,0,13,1393,13.0,Unreachable,UAE,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,15,16,No,No,Unreachable,0.9966897,1
bd1716df-0657-4315-bb68-0bcfcadb40d6,660426,Lead Add Form,Google,No,No,0,10,165,1.01,SMS Sent,Saudi Arabia,Hospitality Management,Email,,Quality Education,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Lateral Student,Other Metro Cities,,02.Medium,17,14,No,No,Modified,0.010538814,0
1800deb3-e140-46e4-9deb-ce97bd63fc53,660425,Lead Add Form,Organic Search,Yes,No,0,4,899,1.43,Converted to Lead,,"Banking, Investment And Insurance",Word Of Mouth,Student,Flexibility & Convenience,No,No,No,No,No,No,No,No,,,No,No,Select,,,02.Medium,11,12,No,No,Unreachable,0.88666385,1
17cac454-de13-4212-8d8a-5c39570908ca,660424,Landing Page Submission,Facebook,No,No,0,6,701,6.0,SMS Sent,Bahrain,Business Administration,Select,,Quality Education,No,No,No,No,No,No,No,No,,Low in Relevance,No,No,Lateral Student,Mumbai,02.Medium,02.Medium,16,16,No,No,Modified,0.22916125,0
62c18d23-a6a3-44c8-9166-d7421712dcf9,660423,Lead Import,Google,No,No,0,4,1510,6.95,Modified,,Retail Management,Student of SomeSchool,Working Professional,,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,Dual Specialization Student,,01.High,02.Medium,15,12,No,No,Modified,0.20954266,0
